id	year	name	position	teams	toi	xgoalsfor	xgoalsagainst	fenwickfor	fenwickagainst	ofaceoffs	nfaceoffs	dfaceoffs	attempts	shots	goals	xgoals	shotsx
8473682	20072008	Andrew Ebbett 	Center	ANA	2395	0.950268832967	0.537272431888	13	12	9	15	4	5	3	0	0.368019757792	0.354603011161
8460577	20072008	Milan Hejduk 	Right Wing	COL	81634	41.5526354518	34.8789681699	663	617	261	408	203	240	188	27	18.3940864168	20.3386803046
8473962	20072008	Teddy Purcell 	Right Wing	L.A	7191	3.84458434675	4.49756632652	62	89	27	40	29	18	10	1	0.919521061704	0.702267449349
8468184	20072008	Lawrence Nycholat 	Defense	OTT	2137	0.66478117276	0.857494554482	12	17	8	12	5	4	4	0	0.153392494656	0.213305301964
8471702	20072008	Matt Niskanen 	Defense	DAL	85664	37.1952620111	41.1240554918	733	735	321	412	244	125	90	6	3.85190135054	3.80644790269
8471703	20072008	Steve Downie 	Right Wing	PHI	18852	9.78137153108	11.1989466613	177	182	61	130	92	26	22	5	1.7644670913	1.89525951445
8470794	20072008	Joe Pavelski 	Center	S.J	64375	33.9125770899	21.4753320115	556	423	191	231	153	233	177	16	17.5978035014	18.5123397261
8471709	20072008	Marc-Edouard Vlasic 	Defense	S.J	90841	46.6859996514	37.6666802345	831	704	294	426	292	114	62	2	3.13126040809	2.54737707973
8465978	20072008	Shawn Thornton 	Left Wing	BOS	25709	11.2368242312	11.8827757193	223	230	135	139	78	81	61	4	4.54438732099	5.01495517604
8473563	20072008	Nicklas Backstrom 	Center	WSH	92198	48.1251776721	34.1022948213	910	614	304	376	209	205	140	13	14.7008523969	14.0648850035
8473981	20072008	Magnus Johansson 	Defense	CHI,FLA	40776	19.4242585646	18.9657524349	348	327	157	160	117	49	37	0	1.3795133736	1.42281778902
8468498	20072008	Brooks Orpik 	Defense	PIT	73459	44.335229503	45.500942775	705	820	249	394	298	81	45	1	1.96234517079	1.70254717767
8469626	20072008	Andrew Alberts 	Defense	BOS	38107	15.0002295272	20.3006353555	326	342	142	199	178	34	22	0	0.55955802463	0.525121726096
8469622	20072008	Ryane Clowe 	Left Wing	S.J	12841	5.88425571471	4.63024469744	113	84	45	53	44	26	21	3	1.53973744623	1.61464023404
8469623	20072008	Marek Zidlicky 	Defense	NSH	96601	49.0407320149	42.5473729903	831	737	339	362	262	137	104	5	6.72009514458	7.11920919642
8458172	20072008	Darryl Sydor 	Defense	PIT	72044	37.7305130847	37.1604548339	609	729	273	329	282	88	53	1	2.61232026387	2.31235982943
8470268	20072008	Denis Grebeshkov 	Defense	EDM	66932	34.383258692	31.7699634405	586	603	231	305	244	51	29	2	1.88120276295	1.60564720258
8470144	20072008	Frans Nielsen 	Center	NYI	8284	3.85848946869	3.92926157732	70	70	42	38	28	23	17	2	1.75759417564	1.81279436871
8467436	20072008	Jay Leach 	Defense	T.B	554	0.286482864991	0.241336014122	5	5	6	3	0	0	0	0	0	0
8471778	20072008	Jordan LaVallee 	Left Wing	ATL	1269	0.554690580815	0.77146646753	9	23	4	4	8	2	1	1	0.195635914803	0.123956240714
8467439	20072008	Jaroslav Spacek 	Defense	BUF	73682	33.9834942315	30.4724628218	602	598	275	345	202	122	83	6	4.31584214326	3.84312447999
