id	year	name	position	teams	toi	xgoalsfor	xgoalsagainst	fenwickfor	fenwickagainst	ofaceoffs	nfaceoffs	dfaceoffs	attempts	shots	goals	xgoals	shotsx
8475098	20102011	Tyler Bozak 	Center	TOR	85968	40.7620790452	46.4449224453	750	854	335	338	310	140	102	14	12.1351749394	11.867626139
8473682	20102011	Andrew Ebbett 	Center	PHX	17906	9.71406483278	12.1615496101	185	206	87	75	71	29	21	1	2.13438831642	1.95139666088
8460577	20102011	Milan Hejduk 	Right Wing	COL	76009	42.7765074223	41.7173550185	628	701	324	357	298	187	152	19	15.7064666133	17.7682271432
8473962	20102011	Teddy Purcell 	Right Wing	T.B	68425	37.0453412337	28.8204889623	651	563	229	296	263	214	170	15	12.9770075046	14.5310845915
8471702	20102011	Matt Niskanen 	Defense	DAL,PIT	60751	28.7668461734	28.599094552	512	514	242	281	206	118	70	1	3.37428399827	3.06159275956
8471817	20102011	Ryan Reaves 	Right Wing	STL	11410	5.27449040767	7.50949627068	102	122	63	61	44	18	16	2	1.50552866329	1.58915172331
8470794	20102011	Joe Pavelski 	Center	S.J	78597	54.2755211974	36.22460631	809	584	272	288	340	314	239	17	25.3358147098	27.1733854776
8471705	20102011	Brendan Mikkelson 	Defense	ANA,CGY	18656	10.5623246441	12.8947245292	179	226	75	108	72	23	13	0	0.849779007956	0.86665889062
8471707	20102011	James Neal 	Left Wing	DAL,PIT	82459	42.7704829713	42.1483685784	777	723	330	354	245	263	188	19	19.5276740836	19.1581267407
8470798	20102011	Dylan Reese 	Defense	NYI	21961	12.7765564648	16.4492657566	203	237	96	112	98	33	21	0	0.996245710179	0.90774646122
8471709	20102011	Marc-Edouard Vlasic 	Defense	S.J	89201	64.5479277484	49.5990007082	997	805	315	442	346	160	98	4	5.17664855625	4.98039687891
8465978	20102011	Shawn Thornton 	Left Wing	BOS	47670	27.74200984	29.0952507295	528	551	168	274	180	180	142	10	9.79603669327	10.7405251358
8467331	20102011	Brad Stuart 	Defense	DET	72292	44.8698144602	44.6446188102	764	792	297	436	335	101	71	3	3.05907251406	3.0778921973
8473562	20102011	John McCarthy 	Left Wing	S.J	18369	11.742800964	11.0982508734	195	193	115	114	74	55	40	2	4.57166300807	4.6659879107
8473504	20102011	Cal Clutterbuck 	Right Wing	MIN	65657	29.0709403176	35.5940018939	551	625	195	332	300	234	171	18	14.2804623153	14.6405104576
8473560	20102011	Korbinian Holzer 	Defense	TOR	1494	0.865850809962	0.812696192414	17	13	7	5	3	1	1	0	0.0144407059997	0.0187167171389
8470047	20102011	Valtteri Filppula 	Center	DET	68387	36.6221885113	37.2654746929	645	649	285	328	283	152	106	16	11.5119011188	11.3284213785
8470265	20102011	Anton Babchuk 	Defense	CAR,CGY	77901	40.863806759	37.2356796768	738	673	344	353	214	171	108	9	5.05904879887	4.99656294752
8468498	20102011	Brooks Orpik 	Defense	PIT	64802	38.4813201744	42.1152501162	669	670	264	408	265	73	48	1	1.47312863357	1.3034065254
8473565	20102011	Brian Strait 	Defense	PIT	2405	1.30598677509	1.21018734947	28	16	12	11	4	1	0	0	0.0164237972349	0
8469626	20102011	Andrew Alberts 	Defense	VAN	34264	18.2661758158	22.908502209	313	359	106	190	154	28	21	1	0.640108214691	0.714828254655
8473568	20102011	Andreas Nodl 	Right Wing	PHI	51012	33.2561658984	33.395966961	554	555	221	324	271	112	88	9	9.27783225384	9.57010935061
8473569	20102011	Jan Mursak 	Left Wing	DET	9339	6.976804181	3.9401750993	115	70	42	51	27	27	20	1	1.81602376979	1.86683521792
8469622	20102011	Ryane Clowe 	Left Wing	S.J	80581	58.1706231348	39.8764192052	908	667	300	332	289	210	168	18	18.395547891	19.9184030965
8468493	20102011	Ron Hainsey 	Defense	ATL	80030	45.5245664399	49.121930765	785	802	328	441	364	97	59	1	2.78782679513	2.31503079738
8470638	20102011	Patrice Bergeron 	Center	BOS	75950	39.4502950469	37.2860752204	739	646	312	405	404	242	185	17	15.8766114581	16.6717554079
8470144	20102011	Frans Nielsen 	Center	NYI	62905	35.60384301	32.2470959071	558	528	206	350	294	159	121	5	11.5354668899	12.3575258031
8474220	20102011	Jerome Samson 	Right Wing	CAR	9454	6.05808394775	6.49750927277	113	103	34	41	32	42	28	0	2.50351933111	2.27592728101
8467436	20102011	Jay Leach 	Defense	N.J	5708	1.7441320559	2.19766579662	40	49	24	31	15	4	2	0	0.0648506032303	0.0468595027924
8468213	20102011	Jim Vandermeer 	Defense	EDM	59971	32.7868318399	42.0839130562	564	649	234	299	246	70	44	2	1.98528122809	1.7399015734
8470816	20102011	Jay Rosehill 	Left Wing	TOR	8123	3.09971679281	6.34781276621	63	108	39	46	39	12	11	1	0.775627270341	0.911111658439
8467439	20102011	Jaroslav Spacek 	Defense	MTL	60073	33.5013755951	36.1199048059	616	573	241	304	235	90	58	1	2.26267476659	2.0401850976
8474222	20102011	Maxim Noreau 	Defense	MIN	4270	2.49153559376	1.57708481327	38	35	11	17	12	8	5	0	0.271815534681	0.23692265898
8474091	20102011	Brandon Sutter 	Center	CAR	71315	38.2305390146	49.9912247946	632	785	273	438	352	177	129	13	13.9101112988	13.2634602068
8474096	20102011	Nick Spaling 	Center	NSH	49944	24.7006897544	34.1714363908	431	529	200	229	260	89	63	6	6.9630740555	6.21749298275
8474095	20102011	Dana Tyrell 	Center	T.B	48527	29.5470377402	20.6123716664	477	412	179	350	221	86	62	6	5.74475585483	5.59959834814
8474094	20102011	Matt Halischuk 	Right Wing	NSH	16115	9.41806559172	12.5893295966	142	187	76	65	54	39	25	4	3.36949504353	2.90450535342
8471222	20102011	Ladislav Smid 	Defense	EDM	82387	44.5975899305	52.085941894	728	817	298	432	319	60	38	0	1.8674725052	1.75984924752
8471220	20102011	Rostislav Olesz 	Left Wing	FLA	34164	21.4924382642	17.6766415657	362	325	128	160	130	86	67	5	6.32963195257	6.46644961089
8471226	20102011	Drew Stafford 	Right Wing	BUF	60238	31.56995977	31.2152210791	528	542	229	293	178	200	165	27	16.2156184763	18.1661014296
8471634	20102011	Ryan Shannon 	Right Wing	OTT	55491	33.4359593503	27.6693683267	555	450	247	290	153	137	102	10	9.09857615922	9.3568626279
8471636	20102011	Tim Sestito 	Center	N.J	21750	9.91738593392	12.2160944799	191	208	75	120	73	30	22	0	1.59691206459	1.39758041967
8470729	20102011	Tyson Strachan 	Defense	STL	19726	11.6071641734	12.5788318757	219	198	79	97	64	37	24	0	0.859983862378	0.85527544748
8471816	20102011	Mark Fayne 	Defense	N.J	59171	28.7324698204	27.1942668222	558	466	244	350	227	101	75	4	2.33378575742	2.38450849429
8473514	20102011	Jesse Joensuu 	Left Wing	NYI	29147	16.1304121045	23.4015188869	252	343	112	154	140	50	39	6	4.2956191916	4.43190983124
8470318	20102011	Jonathan Ericsson 	Defense	DET	77323	55.6979363319	47.8939321535	936	793	354	403	364	117	77	3	2.83476687036	2.67821265757
8473512	20102011	Claude Giroux 	Right Wing	PHI	85074	52.4449125156	44.035157335	840	735	325	390	336	201	144	21	17.6894478351	17.5806046156
8470648	20102011	Stefan Meyer 	Left Wing	CGY	6938	4.46364021581	3.11216607038	76	53	41	41	25	16	12	0	1.2305272501	1.17865274101
8470649	20102011	Patrick O'Sullivan 	Center	CAR,MIN	22668	10.3561443985	14.680049479	198	259	78	98	89	71	48	2	4.368381829	4.2439812161
8470647	20102011	B.J. Crombeen 	Right Wing	STL	53328	31.071094336	35.8826594995	548	572	213	306	221	145	103	6	8.71223874204	8.61010030098
8470317	20102011	Nate Guenin 	Defense	CBJ	2541	1.73988733441	1.67997827101	22	25	12	16	12	2	2	0	0.142855681479	0.178866477683
8470310	20102011	Aaron Rome 	Defense	VAN	52506	31.6576921996	35.5783331972	517	541	188	296	237	67	45	0	1.84505888727	1.75633628294
8470867	20102011	Troy Bodie 	Right Wing	ANA,CAR	22714	14.6323338617	19.1061206395	272	292	81	107	103	56	43	1	3.86707106512	3.81828132831
8470640	20102011	Matthew Carle 	Defense	PHI	102179	67.4790655924	59.306278904	1058	998	384	504	421	150	103	1	5.51437129173	5.21046043746
8471811	20102011	Cal O'Reilly 	Center	NSH	37904	20.1741793118	20.275054845	326	338	144	147	159	50	37	5	4.95461749472	4.79328003898
