id	name	position	teams	toi	xgoalsfor	xgoalsagainst	fenwickfor	fenwickagainst	ofaceoffs	nfaceoffs	dfaceoffs	attempts	shots	goals	xgoals	shotsx
8460577	Milan Hejduk 	Right Wing	COL	414978	216.378767806	213.561717053	3471	3557	1537	1995	1449	1081	850	105	84.052111255	92.944104569
8477244	Chad Ruhwedel 	Defense	BUF	29929	14.8729566494	18.3467554739	258	340	148	151	131	52	42	0	1.22194420826	1.40941593517
8473962	Teddy Purcell 	Right Wing	EDM,T.B,L.A	439450	227.554398484	220.023985006	4010	3912	1754	2039	1485	1139	836	78	73.4435794158	76.483143542
8471700	Matt Pelech 	Defense,Right Wing	S.J,CGY	6291	3.2296695644	4.04659780581	70	66	34	34	24	11	7	1	0.532402934507	0.310625551268
8471701	Joe Finley 	Defense	NYI,BUF	13577	6.78765323292	9.70692034997	101	150	56	77	64	6	3	0	0.12169424817	0.0822258088738
8471702	Matt Niskanen 	Defense	WSH,PIT,DAL	636920	318.091789336	300.916697452	5790	5261	2513	2938	2168	1208	783	37	35.7372491555	33.1044802852
8471703	Steve Downie 	Right Wing	PIT,COL,PHI,T.B,ARI	331510	173.488444486	168.836431637	3050	2969	1200	1751	1162	702	527	70	49.8110078322	50.2502192194
8471704	Vladimir Mihalik 	Defense	T.B	10185	4.91408059373	6.25902382191	92	111	34	52	33	9	4	0	0.198603749275	0.138798313215
8471705	Brendan Mikkelson 	Defense	T.B,ANA,CGY	106963	57.3162491452	65.6666907128	961	1151	450	572	373	131	87	1	3.9242599532	4.03981876373
8471707	James Neal 	Left Wing	NSH,PIT,DAL	505037	276.360335721	248.81927661	4822	4205	2189	2176	1511	1839	1341	161	133.12674001	136.199267581
8471708	Ryan Stoa 	Center	WSH,COL	29611	20.342669649	19.2181918928	283	313	116	160	102	87	69	2	8.2730542738	8.35726592317
8471709	Marc-Edouard Vlasic 	Defense	S.J	688057	428.197379284	344.606536947	7206	6072	2572	3544	2860	1075	659	29	32.9384249141	30.6337445863
8473562	John McCarthy 	Left Wing	S.J	47518	30.2154801888	26.848391355	505	494	267	278	207	123	99	3	10.0754559031	10.9382979814
8473563	Nicklas Backstrom 	Center	WSH	657370	329.507431494	294.844477694	6107	5260	2581	2785	2057	1506	1057	121	109.030810641	107.551600001
8473560	Korbinian Holzer 	Defense	TOR,ANA	52606	28.5414203862	38.544941335	514	660	241	291	299	65	48	2	1.63394015748	1.78690565377
8468498	Brooks Orpik 	Defense	WSH,PIT	602891	360.360915344	363.568209604	6089	6301	2532	3669	2608	531	337	10	11.6840327727	10.2449454004
8473565	Brian Strait 	Defense	NYI,PIT	121931	81.2459455803	91.2465277985	1253	1381	600	665	576	158	110	4	4.74851962458	5.17308351584
8468496	Marcel Hossa 	Left Wing	NYR,PHX	35032	22.4285939168	17.8102549575	385	304	142	212	110	87	63	1	6.91141070426	6.65847607143
8473568	Andreas Nodl 	Right Wing	CAR,PHI	124367	72.9173060758	78.3783046063	1256	1321	500	752	583	263	186	13	18.4482992636	17.9641596451
8473569	Jan Mursak 	Left Wing	DET	21351	12.0364065059	9.90035260469	224	178	109	104	63	58	42	2	3.20550397038	3.34088787995
8468493	Ron Hainsey 	Defense	CAR,WPG,ATL,CBJ	667814	360.248970983	367.024486258	6126	6250	2666	3315	3003	894	593	22	30.1529058628	29.4457197143
8470144	Frans Nielsen 	Center	NYI	460623	231.653940677	233.315698251	3886	3759	1699	2178	2017	1135	823	78	86.7436862923	88.4705077158
8467436	Jay Leach 	Defense	N.J,MTL,S.J,T.B	53723	29.0078705857	30.9262623936	512	539	242	263	237	43	31	0	1.31693909038	1.41017035209
8470816	Jay Rosehill 	Left Wing	PHI,TOR	39211	15.5462681204	25.6233472675	289	446	156	229	163	62	52	5	4.910783289	5.28953234851
8467439	Jaroslav Spacek 	Defense	MTL,CAR,BUF	363768	189.964912336	178.554437914	3343	3223	1352	1747	1253	559	372	21	17.0273179086	15.6058210954
8469442	Duvie Westcott 	Defense	CBJ	21795	9.80978824571	7.48276314512	160	152	81	69	52	33	22	1	1.32040011603	1.39567174762
8470724	Kyle Quincey 	Defense	DET,COL,L.A	497888	273.04749363	257.321397933	4573	4405	2104	2404	1878	902	611	22	28.1244982248	27.2127678255
8471634	Ryan Shannon 	Right Wing	T.B,OTT,VAN	188813	97.9296537759	85.0095063336	1717	1442	741	856	583	454	337	32	31.5430480158	32.544393166
8471636	Tim Sestito 	Center	N.J,EDM	55219	23.6010133615	25.8625599798	435	480	207	289	196	85	62	0	5.37458247226	5.33926286455
8470729	Tyson Strachan 	Defense	BUF,WSH,FLA,STL	162639	82.1392823625	102.303246095	1477	1779	666	847	696	227	146	1	5.69487025216	5.21292790864
8477289	Anton Belov 	Defense	EDM	55408	30.7656213492	32.18181701	488	552	209	267	235	63	41	1	1.85137266852	1.61847532913
8475758	Devante Smith-Pelly 	Right Wing	ANA,MTL	107961	58.5899159657	67.6736912047	958	1132	460	618	454	265	179	13	20.1278971145	17.9876384828
8469534	Aaron Johnson 	Defense	BOS,CBJ,CGY,EDM,CHI,NYI	147639	81.419575559	88.2762553282	1407	1460	548	745	602	198	131	8	6.21455958672	6.45545947365
8467502	Ales Kotalik 	Right Wing	CGY,NYR,BUF,EDM	221535	98.3371296441	95.4317532452	1811	1770	830	993	709	780	582	46	42.1606284184	43.6178785469
8469531	Jay Harrison 	Defense	CAR,WPG,TOR	337606	210.614921695	239.488026423	3479	3737	1544	1676	1494	586	389	21	16.9552927203	16.9638323914
8470920	David Clarkson 	Right Wing	TOR,N.J,CBJ	458284	224.822650754	216.03707489	3881	3914	1605	2242	1855	1539	1145	96	120.770672351	122.251628516
8468001	Derek MacKenzie 	Center	FLA,CBJ	198353	97.6591598587	107.676510737	1799	1912	913	1013	911	431	308	27	26.4836784983	25.9836514937
8469844	Josh Gratton 	Left Wing	PHI,PHX	7677	3.10630312376	4.22858945187	56	76	33	30	15	19	13	1	0.983916070312	0.861722698435
8474008	Paul Carey 	Center	COL	9360	4.03225426096	6.39621476457	78	94	58	45	30	19	11	0	1.12869709358	1.01646505296
8474009	Nick Bonino 	Center	VAN,ANA,PIT	218330	123.70971701	127.772762435	1994	2065	940	968	926	542	399	45	46.0136933737	46.3936998053
8474000	Steven Kampfer 	Defense	BOS,MIN,FLA	84170	48.1849274486	44.5345397536	863	847	335	424	353	141	92	9	4.55696471594	4.30824479554
8471521	Brad Staubitz 	Defense,Right Wing	ANA,MIN,MTL,S.J	88086	33.4468911123	50.8344921106	644	922	292	473	323	145	101	9	9.1855921885	8.91790970229
8474002	Colby Cohen 	Defense	COL	2884	1.82525061816	3.32314448897	31	41	8	10	14	2	1	0	0.137519943528	0.0206328127533
8474005	Alex Grant 	Defense	ANA	1460	1.30450361781	1.36872051004	22	19	16	7	6	3	2	2	0.119472963735	0.113348633051
8474500	Derek Whitmore 	Left Wing	BUF	1489	1.06382254697	0.353083243594	16	8	10	10	6	3	2	0	0.172699584626	0.211301997304
8475193	Tomas Tatar 	Center	DET	160109	89.5147623187	68.2235337002	1527	1176	771	681	537	527	371	48	39.9193593543	40.3052782929
8474739	Tommy Wingels 	Center	S.J	199016	126.751412672	115.405837797	2098	1964	874	1019	865	585	423	32	46.673429843	46.2931893319
8474736	Zac Rinaldo 	Center	PHI,BOS	104805	46.4268334303	65.3321386361	908	1136	367	600	419	227	158	7	13.0579050332	12.9564667679
8477942	Kevin Fiala 	Left Wing	NSH	685	0.464692078531	0.60943425633	9	10	7	1	4	3	3	0	0.231199868023	0.319361425936
8474730	Jonas Holos 	Defense	COL	38712	21.1553594125	24.3675334211	352	391	132	175	146	54	31	0	1.35632821359	1.08990809508
8474731	Justin DiBenedetto 	Center	NYI	4346	1.82837530505	3.22458126303	35	45	20	20	24	6	6	0	0.349724899977	0.469986943528
8466212	Francis Lessard 	Right Wing	OTT	5553	2.88540210947	2.13104448933	49	43	25	33	12	10	6	0	0.537165100686	0.289287922904
8466216	Adam Mair 	Center	N.J,BUF	156531	81.6638094634	83.3860537792	1452	1587	641	875	603	341	254	20	24.3001302416	24.8522555232
8466215	Joe Corvo 	Defense	OTT,CAR,BOS,WSH	516854	276.627342311	281.429945991	4837	4596	1992	2432	1762	1117	792	44	39.2621938642	39.2572599603
8471474	Travis Morin 	Center	DAL	8430	4.50490860734	3.75265000574	88	66	47	47	40	23	16	0	1.17786169425	1.13741681911
8475842	Sam Carrick 	Center	TOR	6065	3.17886866443	4.15042908397	63	74	28	35	31	21	16	1	1.25342397019	1.38354959153
8458637	Sean O'Donnell 	Defense	CHI,PHI,L.A,ANA	326364	188.736438662	197.422410268	3197	3394	1289	1900	1315	243	141	3	4.7824686477	3.97010413464
8467348	Christian Backman 	Defense	CBJ,STL,NYR	118999	61.5436188793	53.0439718384	1040	913	431	497	328	150	97	4	5.96513799112	5.06835787185
8472424	Ryan Hamilton 	Left Wing	EDM,TOR	20925	8.79197649192	14.5126652578	159	240	77	112	98	29	19	1	2.3839119412	2.11742580682
8473564	Michael Frolik 	Right Wing,Center	WPG,CHI,FLA,CGY	453858	255.662594267	243.654262913	4513	4133	1785	2338	1899	1485	1131	83	93.7837074483	99.7678176109
8467343	Martin Skoula 	Defense	PIT,N.J,MIN	220181	101.537665583	114.308067538	2007	2229	639	1069	928	194	134	7	4.05404375307	3.9473562967
8458543	Jassen Cullimore 	Defense	CHI,FLA	147674	80.102854427	93.2830486475	1456	1663	612	772	659	150	111	3	3.17372058518	3.43823459372
8475283	Lane MacDermid 	Left Wing	DAL,CGY,BOS	7466	3.57504700404	4.86739561055	67	72	31	43	30	13	11	2	1.05289280973	1.11705340724
8468499	Krys Kolanos 	Center	CGY,MIN	21005	10.9009220954	11.98475534	176	205	91	96	66	75	57	3	7.02516987175	6.90809206478
8467346	Simon Gagne 	Left Wing	BOS,L.A,PHI,T.B	308546	162.810567539	149.491261876	2677	2717	1122	1418	1062	957	714	70	73.9780223882	76.919009422
8475287	Erik Haula 	Left Wing	MIN	68205	35.9552033814	38.2479894543	661	689	276	345	351	175	126	12	10.5219101971	10.6619413197
8467344	Robyn Regehr 	Defense	L.A,BUF,CGY	601066	318.688138685	336.225200985	5685	5977	2647	3515	2704	729	466	12	14.5660515232	12.8403875018
8474134	Yannick Weber 	Defense	VAN,MTL	201662	103.206295319	112.523770993	1810	1851	898	968	766	459	305	18	16.6176333176	15.6477080807
8474135	Brett Bellemore 	Defense	CAR	110309	67.699183397	68.9703075914	1142	1160	494	614	619	119	76	4	3.28857933916	2.90307550412
8474137	Drayson Bowman 	Left Wing	MTL,CAR	117555	71.1789207608	78.8552873237	1183	1297	501	610	574	344	248	15	25.7736084629	24.6463124529
8474130	Corey Tropp 	Right Wing	CBJ,BUF	80524	40.0991133545	50.5759227397	696	905	396	470	393	116	88	6	10.8813696858	10.9323360994
8471451	Aaron Gagnon 	Center	WPG,DAL	18182	11.8342061657	10.2097322643	185	176	78	101	87	46	28	3	3.29425495304	2.93284675851
8475733	Max Reinhart 	Center	CGY	15843	7.1819821503	10.6180420201	132	170	60	73	78	49	34	1	3.35806839075	2.92702199519
8475732	Danny Biega 	Defense	CAR	9678	6.92559134681	5.1213450022	118	85	57	48	43	11	6	0	0.261284178123	0.239462833852
8475735	Greg McKegg 	Center	TOR	1877	0.665996699594	1.12027653586	12	21	7	18	15	2	2	0	0.364641457796	0.4229490906
8475734	Curtis Hamilton 	Left Wing	EDM	481	0.0776462536305	0.749975205399	2	12	7	5	4	0	0	0	0	0
8476522	Adam Payerl 	Center	PIT	1098	0.410973479971	0.573081858456	9	17	5	2	3	5	4	0	0.304228533059	0.359297260642
8471859	Sergei Kostitsyn 	Left Wing	NSH,MTL	303843	147.621216301	169.553338268	2475	2900	1196	1662	1245	511	359	56	35.8613073332	35.5576756988
8471851	Matt D'Agostini 	Right Wing	PIT,BUF,STL,N.J,MTL	259432	136.234422605	139.332083749	2412	2313	1041	1287	1031	741	541	45	49.048148904	49.2127763536
8471853	Nicolas Blanchard 	Center	CAR	4561	2.1324775992	3.31812113244	38	49	25	27	21	7	6	0	0.335768306628	0.410784577951
8471856	Joe Vitale 	Center	ARI,PIT	137799	72.0749721033	80.6346686352	1250	1448	525	807	748	276	199	11	22.2525530979	21.9944183026
8466109	Mike Johnson 	Right Wing	STL	13694	3.85184525605	8.16057144199	87	137	48	75	54	18	14	1	0.899316566996	1.11518094875
8476397	Keegan Lowe 	Defense	CAR	1661	0.477526685223	1.63960818294	7	26	11	13	8	0	0	0	0	0
8476394	Michael Paliotta 	Defense	CHI	765	0.369026483968	0.50858271122	8	7	3	2	3	3	2	0	0.0492666549981	0.0403724387288
8476392	Adam Lowry 	Left Wing	WPG	62969	37.4766517943	34.1774548534	626	553	309	373	261	129	92	10	11.4387280364	10.6013537049
8476393	Nick Cousins 	Center	PHI	5819	2.53176217433	3.2723255381	63	62	26	30	19	7	6	0	0.535546798259	0.666082363576
8472394	Peter Harrold 	Defense	N.J,L.A	214231	107.932395113	102.171253357	1920	1795	871	986	745	343	241	12	13.7012763983	14.2137338482
8475603	Ben Holmstrom 	Center	PHI	2596	1.10982984118	1.32725028135	21	26	13	17	13	4	3	0	0.135666903108	0.170540757477
8475602	Casey Wellman 	Center	WSH,MIN	36142	18.2859916398	22.6248212252	305	400	133	161	157	103	75	6	6.92607559357	6.62751083076
8472370	Jordan Hendry 	Defense	ANA,CHI	96558	53.3055304447	55.5027890448	938	930	416	476	328	144	100	4	3.92490064818	4.12231660448
8472379	Tim Stapleton 	Right Wing	WPG,ATL,TOR	75682	42.2340137623	39.2342734691	710	695	343	343	270	167	122	15	12.4602952702	12.4049034733
8462209	P.J. Axelsson 	Left Wing	BOS	126506	52.3781087697	68.0288848346	1111	1204	484	647	558	223	156	14	13.2121824473	13.4191754581
8462060	Georges Laraque 	Right Wing	MTL,PIT	57599	27.2122529866	34.4797246633	452	670	244	309	200	59	43	5	5.94099625759	5.97637609206
8459433	Brendan Witt 	Defense	NYI	159869	89.998282128	113.621861177	1522	1906	565	883	816	157	113	4	4.38333589211	4.50385219231
8462115	Daniel Tjarnqvist 	Defense	COL	30319	17.3009168915	14.5836839434	292	281	142	162	110	24	19	2	0.715544113889	0.761038382538
8462114	Sami Kapanen 	Right Wing	PHI	49835	20.9632801088	27.0289928364	417	523	156	327	205	93	64	3	5.34599970281	5.14808018506
8462118	Marc Savard 	Center	BOS	241885	106.350840502	116.310167137	2078	2089	815	979	1000	603	461	45	35.844742123	38.6596732149
8464994	Steve Begin 	Left Wing	CGY,NSH,BOS,MTL,DAL	124770	66.9821640337	74.1021430474	1183	1324	462	738	566	341	257	15	21.1250732122	21.5415936336
8474163	Kevin Marshall 	Defense	PHI	5203	3.60717847664	4.15368306078	54	69	26	18	16	6	5	0	0.130619850941	0.174324331805
8476419	Jean-Gabriel Pageau 	Center	OTT	56959	36.9137974586	32.9449420599	619	574	244	283	278	162	119	11	11.7703118436	11.8375291582
8476411	Jonathan Racine 	Defense	FLA	832	0.442580834962	0.946111151017	7	15	8	7	3	1	0	0	0.0128798084334	0
8476410	Josh Leivo 	Left Wing	TOR	8263	4.60834052507	4.96513672359	78	78	43	53	35	18	13	2	1.51939523034	1.42491118051
8465005	Colin White 	Defense	S.J,N.J	319650	173.800582222	163.254773447	3060	2942	1294	1813	1423	281	188	6	4.87992501631	4.40955415927
8459094	Ian Laperriere 	Right Wing	PHI,COL	143102	67.2028509006	77.9695726745	1253	1399	510	826	725	241	166	14	13.6571084773	12.7294106614
8465009	Zdeno Chara 	Defense	BOS	778716	393.321824923	342.996492523	7549	6384	3069	3892	3401	1799	1293	83	62.2426545937	61.5723601505
8477070	Liam O'Brien 	Center	WSH	5884	3.07539731637	2.17095575109	58	50	37	46	24	19	16	1	1.34509568941	1.50514533371
8475372	Andreas Engqvist 	Center	MTL	5353	2.25826494489	2.52939865086	49	49	32	22	27	10	4	0	0.529634256847	0.201357055455
8446485	Kris Draper 	Center	DET	178114	96.1812232221	105.114516062	1816	1780	867	983	906	401	306	20	24.782413261	25.8436591392
8459547	Scott Walker 	Right Wing	CAR,WSH	111334	63.2965687523	55.0241443776	1131	941	419	548	405	335	236	20	24.0025913492	22.333000714
8471222	Ladislav Smid 	Defense	CGY,EDM	472684	257.819941798	297.263927062	4329	4982	1866	2653	2085	393	274	9	12.0291760592	12.3152944082
8473913	Sean Collins 	Defense	WSH	17478	13.3228848483	7.61451792344	220	136	78	102	77	27	20	2	0.491625605151	0.534776765853
8460567	Chris Clark 	Right Wing	CBJ,WSH	131267	70.8664774671	75.5136102708	1171	1337	492	753	609	328	242	17	26.0731734736	26.3426158959
8473911	Steven Pinizzotto 	Right Wing	EDM,VAN	18946	8.46364146005	12.4304287704	154	217	68	105	126	29	23	2	1.96858670935	2.14027062431
8460562	Chris Drury 	Center	NYR	251856	137.649840155	146.013325405	2112	2157	898	1084	981	712	512	51	57.0218012417	54.7196640465
8473916	Steve Wagner 	Defense	STL	43942	20.008465088	22.8061962416	374	430	143	221	133	69	38	4	1.94594344776	1.43443066627
8460561	Sheldon Souray 	Defense	ANA,DAL,EDM	298779	139.731132805	155.057054558	2568	2745	1164	1431	1245	821	562	31	25.8919323906	24.7122608209
8469469	R.J. Umberger 	Center	PHI,CBJ	567095	279.693466631	293.532659329	4529	5047	2101	2748	2252	1559	1193	120	140.493745812	144.234159198
8471735	Keith Yandle 	Defense	ARI,PHX,NYR	723026	377.290341864	391.156540788	6731	6584	3154	3061	2457	1655	1101	60	60.7979390658	58.6640136307
8471736	Radek Smolenak 	Left Wing	CHI,T.B	3284	2.20614648983	1.57120826747	36	29	11	15	11	18	14	0	1.42514590174	1.52383503504
8471730	Evan Brophey 	Center	COL,CHI	1181	0.316833497025	0.726876598783	7	14	7	3	2	1	1	0	0.066665366292	0.0947831720114
8471733	Rich Clune 	Left Wing	NSH,L.A	61691	34.2530462164	36.0271229343	549	634	269	332	322	106	81	6	7.68761827797	8.10904585943
8470156	Joey Crabb 	Right Wing	FLA,WSH,TOR,ATL	120067	63.7839840567	73.3715473032	1112	1303	434	664	564	232	164	16	17.3811306935	17.0388300978
8470152	Joakim Lindstrom 	Center	STL,COL,PHX,CBJ,TOR	99053	46.1079671495	52.2176477406	854	926	431	516	407	246	180	18	15.5496373437	16.0843718825
8470153	Pierre-Marc Bouchard 	Center	NYI,MIN	305716	138.215325265	142.755471577	2634	2637	1056	1180	1104	684	523	51	44.6694232794	47.1278623557
8470151	Jay Bouwmeester 	Defense	STL,CGY,FLA	811906	402.284797167	422.766331938	7116	7505	3270	4104	3647	1303	887	49	47.8447378818	48.2977883089
8473592	Vladimir Zharkov 	Right Wing	N.J	53129	28.6106979875	21.8557692757	550	403	205	233	152	137	91	2	7.82073776051	7.38844221551
8470159	Boyd Gordon 	Center,Right Wing	EDM,PHX,WSH,ARI	331019	182.199132581	181.230107802	2987	3236	1237	1926	2544	726	536	32	59.0472305464	58.3298941944
8473608	Blake Geoffrion 	Center	NSH,MTL	31546	16.2264567409	20.0786431702	264	348	133	148	158	63	50	8	4.46296075266	4.82169189118
8473605	Alexander Vasyunov 	Left Wing	N.J	12384	5.4207434589	5.27680705674	107	86	55	62	47	22	17	1	1.29913779441	1.40348650701
8473604	Jonathan Toews 	Center	CHI	621070	365.826513506	278.901973144	5988	4494	2716	3023	1797	1642	1306	191	156.758468498	168.810710451
8471229	Petteri Nokelainen 	Center	PHX,MTL,ANA,BOS	124734	56.3777880725	72.2077834941	1061	1237	477	677	473	256	201	16	17.5279945219	19.2089296058
8473600	Benn Ferriero 	Right Wing,Center	VAN,NYR,S.J	69842	45.8478207793	38.3935789401	771	662	278	362	268	221	166	13	15.0861370564	15.574867378
8467422	Rob Davison 	Defense	VAN,S.J,NYI	38902	21.5469094282	20.8152546482	383	378	152	196	163	61	42	0	1.87442588061	1.78916932177
8467423	Shawn Horcoff 	Center	DAL,EDM,ANA	493830	238.38376628	268.566120867	4127	4493	1780	2390	2117	986	706	88	72.3440929661	70.3835756611
8470809	Jeremy Williams 	Right Wing	TOR	17018	7.16980661172	7.52047646232	143	136	63	102	58	45	35	7	2.27107665222	2.54298813082
8470804	Mathieu Roy 	Defense	T.B,CBJ,EDM	39727	24.139264931	22.5523494584	387	381	153	206	130	55	38	0	1.2317250371	1.24247208983
8467428	Krys Barch 	Right Wing	FLA,N.J,DAL	136815	56.9248218685	75.7908903491	1089	1419	584	747	456	190	136	9	13.25182549	13.2181262337
8476436	Dmitrij Jaskin 	Right Wing	STL	55820	35.7270376906	24.9066042285	601	446	237	289	245	179	126	14	15.7704727175	15.4060752802
8477850	Christian Folin 	Defense	MIN	36139	20.1358332383	19.7711602869	359	342	155	233	166	47	31	2	1.06362173147	0.829165928066
8470803	Kyle Brodziak 	Center	MIN,EDM,STL	468436	240.918875817	260.784289104	4159	4888	1620	2249	2618	1179	834	80	83.8752327356	81.9436764894
8468172	Ruslan Fedotenko 	Left Wing	PHI,NYR,PIT,NYI	324225	192.655626584	187.984970016	3054	3092	1163	1652	1328	809	590	59	60.5492638415	60.9721931014
8465914	Francis Bouillon 	Defense	MTL,NSH	418114	231.123498719	256.633674749	3845	4263	1671	2162	1766	463	326	14	14.0733133862	14.2947270544
8470737	Brett Sterling 	Left Wing	STL,PIT,ATL	22673	11.6506296452	12.7209162582	199	213	76	102	81	56	42	5	4.83953642007	4.88674668036
8468770	Simon Gamache 	Left Wing	TOR	6325	4.6313256966	3.22256578039	82	63	22	37	15	18	11	2	0.928420541808	0.853614726104
8468778	Colton Orr 	Right Wing	TOR,NYR	150192	69.0509679625	90.644309761	1227	1578	638	888	661	223	142	10	16.6799762882	15.1686357893
8467483	Tyler Arnason 	Center	COL	120525	63.6955305533	58.3060778342	1086	1026	460	593	396	345	268	15	25.9393775025	27.61791672
8477290	Michael Raffl 	Left Wing	PHI	99231	60.9523659777	53.5713868728	1076	936	566	576	428	285	204	25	20.8778754333	20.7000729861
8474250	Zack Smith 	Center	OTT	238838	135.605278311	146.052456029	2500	2508	1052	1358	1202	647	459	35	42.346692143	42.1856276626
8466353	Karel Rachunek 	Defense	N.J	51049	24.9069921272	21.2395348651	456	368	182	276	121	89	59	3	2.9279511068	2.79678979423
8466357	Wyatt Smith 	Center	COL	13924	6.04909398314	7.04066142812	118	116	48	77	73	33	24	0	1.6056560576	1.49658281542
8473511	David McIntyre 	Center	MIN	4226	2.08372965641	3.02375857811	41	55	13	16	25	9	6	1	0.362569130957	0.383348023519
8470649	Patrick O'Sullivan 	Center	PHX,CAR,MIN,EDM,L.A	270032	135.872009443	146.744399221	2463	2712	945	1126	899	948	659	41	64.0746283578	64.192561198
8469543	Evgeny Artyukhin 	Right Wing	ANA,ATL,T.B	75577	39.4952970091	46.0733039258	674	829	290	423	258	187	130	13	13.1618094668	12.6149079204
8469542	Stephane Veilleux 	Left Wing	MIN,N.J,T.B	202758	82.835991201	104.411722258	1775	2048	556	1137	1055	506	374	28	28.0056410106	28.539234506
8469547	Jordin Tootoo 	Right Wing	N.J,DET,NSH	291247	153.862208729	186.111750784	2875	3138	1264	1546	1279	903	653	46	49.0891288454	50.5385241276
8467519	Karlis Skrastins 	Defense	DAL,FLA,COL	282918	159.714137321	185.86910487	2738	3304	1129	1568	1313	270	156	11	7.80761715956	7.15170036349
8467516	Niko Kapanen 	Center	PHX	64456	27.1981052496	29.9645429915	558	574	218	279	239	107	76	10	7.67938708141	7.89317093231
8467514	Pavel Datsyuk 	Center	DET	592984	323.739756136	234.089614201	5705	4077	2235	2608	1879	1706	1223	158	120.62099692	121.46708313
8458938	Roman Hamrlik 	Defense	WSH,NYR,MTL	458464	245.255347996	254.132948915	4340	4422	1597	2133	1738	640	444	19	20.9664606331	20.6008922542
8470937	Kevin Doell 	Center	ATL	4207	1.96137683839	1.98780140467	30	43	7	29	10	6	6	0	0.581399967894	0.753817994148
8474035	Bill Sweatt 	Left Wing	VAN	1353	0.111926545389	0.313127519563	5	5	1	4	1	2	2	0	0.0526959821582	0.0802699550986
8471514	Rich Peverley 	Center	DAL,BOS,ATL,NSH	384053	195.54354278	209.6990895	3476	3554	1400	1669	1582	1023	746	68	78.3193867002	78.4336908441
8474037	James van Riemsdyk 	Left Wing	TOR,PHI	401461	43.0427920315	60.0658830702	771	976	371	421	384	1364	1038	106	116.723244551	120.34170403
8471516	Riley Armstrong 	Right Wing	S.J	879	0.205880772322	0.474285015836	3	7	2	3	1	1	1	0	0.136774778366	0.16925790906
8474031	Kevin Shattenkirk 	Defense	STL,COL	402279	219.973946055	183.647121468	3687	3059	1798	1716	1373	849	611	37	33.1486717938	35.1382016037
8474030	Aaron Palushaj 	Right Wing	CAR,COL,MTL	36787	22.4937683567	23.6766717397	395	377	157	189	169	93	70	3	5.93955360074	6.20753347315
8474032	Nick Petrecki 	Defense	S.J	718	0.175156627782	0.0972734196112	2	4	1	1	4	0	0	0	0	0
8470642	Shea Weber 	Defense	NSH	793722	405.133054718	392.901014628	7068	6814	3218	4087	3879	2105	1414	99	74.1635373598	72.4520057458
8474038	Paul Byron 	Left Wing,Center	CGY,BUF	102983	50.5241173329	56.6743014986	912	978	435	567	512	156	110	15	12.4116944522	11.9391202684
8470867	Troy Bodie 	Right Wing	TOR,ANA,CAR	78252	42.3900525654	57.6713629086	800	986	328	448	398	204	144	8	13.0071703671	12.2724206038
8471284	Andrej Sekera 	Defense	CAR,BUF,L.A,EDM	552812	313.652881891	302.252209593	5325	5207	2330	2811	2182	797	557	28	27.4410620173	26.4079896407
8471281	Adam Berti 	Left Wing	CHI	1214	0.442392458208	0.456095554866	9	11	3	3	2	2	1	0	0.123866727576	0.0399728380144
8471280	Nick Johnson 	Right Wing	BOS,PHX,MIN,PIT	89698	54.282994207	56.4212374045	857	980	345	451	422	238	191	13	19.2545203296	20.5630066078
8471283	Brandon Prust 	Left Wing,Center,Right Wing	MTL,NYR,CGY,PHX,VAN	273488	172.507661571	168.984147321	2648	2744	1002	1593	1414	454	343	32	40.7084905356	40.029617778
8471282	Casey Borer 	Defense	CAR	12660	7.32391357794	7.46185250767	121	119	52	60	35	6	5	1	0.183786950074	0.16641737707
8451972	Scott Thornton 	Left Wing	L.A	24765	11.1491502393	15.0642389972	199	289	105	138	109	51	35	5	3.52406507265	3.71983254701
8474749	Matt Bartkowski 	Defense	BOS,VAN	126001	71.6953330673	71.0146634709	1348	1301	630	653	555	244	153	0	6.32156066503	5.83782437816
8474748	Andrew MacWilliam 	Defense	TOR	9044	3.41865398362	6.6772984378	79	119	29	42	45	7	5	0	0.160889856517	0.190237477422
8474743	Zach Redmond 	Defense	COL,WPG	77485	38.3354095845	43.4824311817	685	739	339	357	323	132	95	6	4.40317319427	4.84960409626
8471996	Bracken Kearns 	Center	S.J,FLA	21751	12.4316600263	10.2725648079	213	195	99	126	97	47	36	3	3.76848300733	3.82912547141
8475296	Mitch Callahan 	Right Wing	DET	541	0.0664017582312	0.193914305419	3	3	0	2	3	1	0	0	0.0313777178526	0
8475294	Rasmus Rissanen 	Defense	CAR	5109	3.24842714611	3.39776583947	49	57	34	36	11	4	3	0	0.0714974179864	0.0729970559478
8475295	Brandon Kozun 	Right Wing	TOR	8949	3.09116712492	5.80140588246	69	97	36	66	38	7	7	2	0.392182799056	0.535514872521
8468309	Mark Streit 	Defense	PHI,NYI,MTL	681312	333.545280546	346.275066921	5646	5725	2594	2908	2351	1203	834	58	49.8833425529	49.5555727705
8475726	Tyler Toffoli 	Center	L.A	117003	73.7256228961	58.31286937	1298	977	585	568	455	431	303	28	27.226451247	26.8383454885
8475727	Ryan Spooner 	Center	BOS	44403	21.2116052425	22.0181524707	403	404	207	157	143	128	100	5	7.98165888526	8.55651536025
8475722	Jason Zucker 	Left Wing	MIN	76335	47.1709911553	42.0020935144	766	783	366	404	329	270	194	26	21.3376764655	21.4192815907
