id	name	position	teams	toi	xgoalsfor	xgoalsagainst	fenwickfor	fenwickagainst	ofaceoffs	nfaceoffs	dfaceoffs	attempts	shots	goals	xgoals	shotsx
8471311	Tyler Kennedy 	Center	S.J,PIT,NYI	375031	231.506036051	196.853013654	4029	3476	1491	2089	1500	1497	1130	77	90.4072135827	93.3915964644
8471310	Dustin Boyd 	Center	MTL,CGY,NSH	130927	72.3350856565	79.9030243577	1248	1359	551	617	468	302	219	28	25.9862982472	25.1219578367
8471794	Darren Helm 	Center	DET	265875	173.259384559	152.218609383	3004	2540	1266	1351	1096	841	633	46	60.8874288565	63.7595859012
8475414	Craig Cunningham 	Left Wing	BOS,ARI	30236	15.0747421598	19.4154359056	275	344	101	172	182	62	50	2	4.21005463134	4.47719248012
8471217	Andrew Ladd 	Left Wing	WPG,ATL,CHI,CAR	582279	329.199042169	313.406761358	5891	5111	2403	3089	2246	1749	1292	147	129.394356309	126.855165851
8474837	Mark Cundari 	Defense	CGY	7113	3.29966759961	4.94383453764	62	79	32	40	23	14	11	1	0.563522081822	0.733736958355
8449895	Owen Nolan 	Right Wing	MIN,CGY	192032	84.7332908027	87.466257548	1615	1656	713	931	833	581	416	52	41.5774508016	41.3996348865
8477589	Ronalds Kenins 	Left Wing	VAN	22071	12.9010367999	15.8355079405	219	238	97	117	133	50	38	4	3.01941910014	2.94752437063
8458172	Darryl Sydor 	Defense	STL,PIT,DAL	184840	96.6571681043	97.0465626903	1668	1768	746	856	678	199	131	3	5.87638653722	5.68773265462
8472215	Ryan Vesce 	Right Wing	S.J	11653	5.93209542986	7.71718406305	102	116	37	65	51	35	29	2	2.54035611823	3.05729084089
8469992	Sheldon Brookbank 	Defense	CHI,ANA,N.J	271183	160.57842219	176.621014874	2711	2939	1180	1403	970	395	247	6	10.3632032061	9.37200426217
8475980	Brody Sutter 	Center	CAR	1780	0.654232736677	1.35949522071	14	20	6	4	6	1	0	0	0.0827742666006	0
8465122	Brett Clark 	Defense	MIN,T.B,COL	394623	204.181966606	190.537724662	3369	3421	1402	2100	1574	537	364	17	21.5859647831	20.8977361992
8476460	Mark Scheifele 	Center	WPG	157817	90.2374709388	79.5507488269	1455	1354	602	659	600	374	268	26	30.37814923	29.5803816747
8476461	Sean Couturier 	Center	PHI	245844	120.303292833	134.031496841	2147	2262	846	1312	1294	552	412	37	38.3574590245	37.6367861517
8476462	Dougie Hamilton 	Defense	BOS,CGY	200439	106.815849422	97.7392456839	2035	1738	830	906	834	481	337	19	16.3775037974	16.5357461497
8476463	Jonas Brodin 	Defense	MIN	253160	129.54041502	118.000444634	2239	2231	1189	1366	1179	261	190	11	7.3022334585	8.00785685331
8476464	Duncan Siemens 	Defense	COL	840	0.567548843101	0.526757366955	7	9	6	7	3	0	0	0	0	0
8476465	Ryan Murphy 	Defense	CAR	97813	50.400603273	61.8995647114	869	959	470	464	296	182	128	6	6.4206265267	6.40073594544
8476466	Sven Baertschi 	Left Wing	CGY,VAN	51650	26.4249514723	31.1559368661	439	519	235	282	210	101	78	9	8.47748258058	8.62844264694
8476467	Jamie Oleksiak 	Defense	DAL	46432	29.5076495809	32.3233158169	510	516	260	257	211	63	44	1	1.93625905458	2.13745319005
8476468	J.T. Miller 	Center	NYR	85816	56.3475146284	54.7229283322	885	857	373	402	302	242	172	15	19.6172027588	18.5373780876
8476469	Joel Armia 	Right Wing	BUF	887	0.418022301048	0.799177510664	4	9	2	8	3	0	0	0	0	0
8477126	Jayson Megna 	Center	PIT	29905	15.4026217181	17.4104353879	250	308	138	136	120	63	48	5	4.98421986308	4.9319927562
8477127	Raman Hrabarenka 	Defense	N.J	653	0.384048935026	0.206134532578	6	6	2	3	0	0	0	0	0	0
8465059	Matt Bradley 	Right Wing	FLA,WSH	201795	109.402399536	110.749717447	1942	1926	884	1230	871	475	367	26	32.0131308027	34.7750698682
8465058	Michal Rozsival 	Defense	CHI,PHX,NYR	555528	345.095012545	303.988697239	5440	4719	2211	2526	1824	701	463	26	24.3738128897	23.3706289418
8465056	Trent Whitfield 	Center	BOS,STL	12180	6.53154374659	5.54757686239	114	95	62	72	59	22	20	0	1.39565299824	1.81876598671
8465050	Eric Belanger 	Center	EDM,PHX,MIN,WSH	355796	165.625541941	191.241618492	3108	3328	1252	1685	1751	883	618	49	57.9247821309	57.7345531443
8468560	Ryan Bayda 	Left Wing	CAR	58604	34.7129824189	32.3459989494	629	574	234	313	207	168	117	8	10.0048931148	9.00133094192
8456588	Jamie Heward 	Defense	T.B	8605	4.71678390726	4.19984502532	80	97	28	32	28	14	11	0	0.344118461944	0.414462661371
8468568	Kurt Sauer 	Defense	PHX,COL	122061	56.3867527321	69.7116261125	979	1251	332	702	632	103	54	2	2.15826563351	1.54400841333
8474146	Spencer Machacek 	Right Wing	WPG,ATL	11432	6.51792436093	7.32491163723	104	126	53	63	36	24	19	2	1.82298602909	1.87725337129
8459596	Andrew Brunette 	Left Wing	CHI,MIN,COL	387235	190.410097984	185.629167074	3189	3345	1548	1799	1358	666	520	88	72.2312272368	74.5941595398
8476868	Henrik Samuelsson 	Center	ARI	2388	2.08792251069	1.43338792957	29	28	12	12	12	5	4	0	0.390962589532	0.447403963655
8456100	Jim Dowd 	Center	PHI	29333	8.0746869687	17.6916999631	197	329	78	150	175	38	30	4	1.93541687448	2.02833065391
8469516	Brendan Bell 	Defense	NYR,OTT	58241	24.706420619	26.193644844	465	461	177	246	182	99	70	6	3.46527905855	3.31489563454
8456106	Dallas Drake 	Right Wing	DET	34300	15.4140293924	18.003174494	322	311	191	216	112	53	40	2	3.03518925142	3.11999057606
8468695	Matthew Lombardi 	Center	PHX,ANA,TOR,NSH,CGY	286721	145.522392825	148.745011666	2565	2724	1054	1239	912	776	584	49	55.9846145725	59.2507751193
8467969	Mathias Tjarnqvist 	Left Wing	PHX	49389	23.3298374126	28.5412973398	450	552	206	259	266	121	83	4	7.38814456575	6.91353783011
8467967	Chris Kelly 	Center	BOS,OTT	438146	234.585479439	234.573396828	4202	4139	1885	2468	2091	905	669	71	62.2312541613	61.9739808282
8475766	Austin Watson 	Left Wing	NSH	4392	2.72268381994	2.29814848676	40	35	14	23	14	8	4	1	0.473320925608	0.458523731679
8467964	Mike Comrie 	Center	PIT,EDM,NYI,OTT	197169	91.4929174855	103.456245136	1532	1772	623	795	637	477	395	39	42.4108848693	47.419606816
8467962	Kyle Wanvig 	Right Wing	T.B	4266	2.22324280348	2.89982004836	43	51	20	19	23	12	10	1	0.838200083002	0.852298021317
8471428	Pierre-Luc Letourneau-Leblond 	Right Wing	PIT,CGY,N.J	12831	4.89943937119	5.96893237345	97	119	73	73	45	22	16	0	1.16674372833	1.28144055605
8470699	Jan Hejda 	Defense	COL,CBJ	635138	352.337975192	393.810185154	5927	6655	2462	3589	3161	695	467	22	15.5781211806	15.1697077127
8470698	Martin Lojek 	Defense	FLA	736	0.722145363688	0.490242964588	15	7	5	2	3	2	2	0	0.0409839581698	0.0598201174289
8470697	Philippe Dupuis 	Center	TOR,COL	54367	31.8532182025	34.9376694011	503	582	188	275	242	161	120	5	11.80761299	11.7308485322
8473635	Denis Tolpeko 	Center	PHI	12903	7.3891950883	7.66197184287	136	136	53	68	40	36	22	1	1.83199262805	1.44154087454
8470105	Scottie Upshall 	Right Wing	FLA,PHX,CBJ,PHI,STL	373195	208.583090694	196.757584108	3714	3465	1539	2010	1502	1252	910	90	85.6645865571	87.5179416565
8470104	Tom Gilbert 	Defense	MTL,FLA,MIN,EDM	684640	347.380560582	359.355387706	5982	6381	2563	3407	2779	892	600	39	32.7920383606	32.6988914125
8470101	Tim Conboy 	Defense,Right Wing	CAR	19437	11.9721772587	11.6437847456	201	213	78	115	78	42	34	0	2.43992390204	2.5325954482
8473981	Magnus Johansson 	Defense	CHI,FLA	40776	19.4242585646	18.9657524349	348	327	157	160	117	49	37	0	1.3795133736	1.42281778902
8471670	Guillaume Latendresse 	Left Wing,Right Wing	OTT,MIN,MTL	216062	111.452197214	114.144078828	1899	2069	735	1014	818	663	459	63	51.5138869239	49.3710631123
8471671	Dustin Kohn 	Defense	NYI	15082	10.2711225469	10.6577847209	144	169	64	79	66	10	7	0	0.2626232123	0.263854353689
8457981	Teemu Selanne 	Right Wing	ANA	411630	210.685837113	223.308535147	3339	3522	1420	1812	1375	1296	946	119	120.116425788	121.200728954
8471675	Sidney Crosby 	Center	PIT	578059	334.07317558	260.200144595	5370	4467	2293	2630	1984	1832	1376	197	160.453387917	165.514033027
8471676	Bobby Ryan 	Right Wing	OTT,ANA	540521	315.106518039	300.313773924	5015	4932	2022	2443	1754	1832	1326	171	142.303105921	142.412052106
8471677	Jack Johnson 	Defense	CBJ,L.A	717015	346.357274979	393.421831146	5926	6882	2481	3187	2786	1214	818	44	45.2657407811	44.5343047781
8471678	Benoit Pouliot 	Left Wing	EDM,NYR,T.B,BOS,MTL,MIN	334147	191.617669841	183.584635461	3324	3110	1480	1777	1254	909	663	89	72.3371258471	72.9731457802
8456966	Robert Lang 	Center	PHX,MTL,CHI	182954	85.034983498	75.6745924624	1544	1335	620	784	552	418	300	36	33.0425485792	33.0249956381
8474220	Jerome Samson 	Right Wing	CAR	24767	17.5041437699	17.1192968739	283	271	96	111	90	104	75	2	7.0589199299	7.10834619403
8474222	Maxim Noreau 	Defense	MIN	4691	2.49153559376	1.57708481327	38	35	11	17	12	8	5	0	0.271815534681	0.23692265898
8475878	Freddie Hamilton 	Center	S.J,COL	14834	5.73333736695	6.94754970726	105	145	76	77	56	34	24	1	2.27980562113	2.33435495198
8468745	Jean-Philippe Cote 	Defense	T.B	10507	8.82745398488	5.16993348487	146	96	53	57	39	23	12	0	0.646948969923	0.441980766132
8469619	Dennis Seidenberg 	Defense	BOS,FLA,CAR	626493	329.135950206	342.556527963	6019	6041	2378	3053	2636	1030	751	23	28.4772759946	28.9992601061
8471011	Garrett Stafford 	Defense	PHX,DAL,DET	5539	2.58874410763	3.43048424274	55	57	17	23	20	11	7	0	0.329463677481	0.32639621757
8460534	Curtis Brown 	Center	S.J,TOR	17087	10.388432201	6.83118632901	183	144	66	82	58	43	34	5	2.98055349663	3.37968487293
8473921	Joe Piskula 	Defense	NSH,CGY	5695	4.35642187297	3.5287632551	58	60	31	34	22	8	4	0	0.150112477131	0.108682321385
8473927	Brad Mills 	Center	CHI,N.J	13795	5.69479301851	7.23519121483	117	142	65	65	58	31	21	1	1.8946473347	1.9266338367
8460533	Dave Scatchard 	Center	STL,NSH	11849	7.41364321113	6.53497943468	128	120	41	63	70	36	28	2	2.38946062978	2.48312188499
8473989	Luke Gazdic 	Left Wing	EDM	41042	17.9001051486	28.5984470695	312	508	185	215	159	77	56	4	4.55030435324	4.2869912982
8477930	Pierre-Edouard Bellemare 	Left Wing	PHI	52329	27.4359506844	29.7670169501	495	537	242	268	250	144	102	6	8.37503648736	8.59848037548
8477933	Sam Reinhart 	Center	BUF	5596	1.8430754561	4.327402208	36	76	18	36	31	3	3	0	0.221322452649	0.28860469535
8477932	Aaron Ekblad 	Defense	FLA	103925	53.0272710472	46.252175007	964	847	522	437	338	202	148	12	6.94158672635	6.96094230283
8477935	Sam Bennett 	Center	CGY	960	0.356972702779	0.265123873949	7	4	4	9	2	2	1	0	0.119799975306	0.0331912375987
8477934	Leon Draisaitl 	Center	EDM	28152	16.2657540627	14.8963555917	303	268	125	126	34	66	48	2	5.10403691232	4.93334010616
8467545	Michael Ryder 	Right Wing	N.J,DAL,MTL,BOS	512927	247.600336943	246.487310376	4443	4455	1888	2391	1885	1559	1153	137	113.377949447	117.150288288
8467543	Toby Petersen 	Center	DAL	131752	63.5893958369	71.9628881486	1240	1332	527	673	553	351	265	14	21.3691601558	21.7598242713
8474717	Mark Barberio 	Defense	T.B	93494	59.1020370536	50.393602646	1023	913	427	474	366	141	97	6	4.55696159787	4.47506834753
8469575	Christoph Schubert 	Defense,Left Wing	ATL,OTT	129063	61.7359507121	73.9313079817	1157	1268	463	624	439	319	232	13	11.7361018341	11.6275347602
8474598	Nicolas Deschamps 	Center	WSH	1227	0.631356840953	1.05907854531	8	18	4	7	1	2	2	0	0.256245747209	0.314938023686
8469779	Keith Aucoin 	Center,Right Wing	STL,NYI,WSH,CAR	93451	57.3207747443	51.6964030387	1005	847	334	445	334	200	146	16	15.8608055441	15.2410613289
8470072	Petr Prucha 	Right Wing,Center	PHX,NYR	157531	87.6810902897	74.6973787723	1506	1293	617	758	506	395	283	24	35.1276193485	34.0649084924
8474592	Philip McRae 	Center	STL	8133	3.53009492345	6.26196581777	70	102	41	46	22	16	12	1	1.07408192381	1.27892772481
8474590	John Carlson 	Defense	WSH	474221	244.548056047	242.646482287	4302	4286	2011	2490	2069	975	689	41	31.5543914046	32.6162453443
8469770	Dennis Wideman 	Defense	CGY,WSH,FLA,BOS	746970	354.537378583	380.796000427	6466	6619	3001	3360	2972	1552	988	64	51.0344505813	47.6652165996
8474597	Cody Goloubef 	Defense	CBJ	44819	26.3220410915	24.3884942932	440	432	217	240	218	60	36	1	1.63430843223	1.59899517708
8474594	Slava Voynov 	Defense	L.A	226198	126.519213457	113.755075922	2243	1926	950	917	819	436	265	17	15.1117831608	13.2519097626
8470852	Matt Moulson 	Left Wing	BUF,NYI,MIN,L.A	502564	282.467614561	288.727612578	4299	4672	2043	2280	1854	1430	1094	141	135.032100621	137.012273061
8470674	Stefan Ruzicka 	Right Wing	PHI	7273	2.54369921889	4.51428029407	56	86	28	33	35	14	10	1	0.52936344035	0.537521799095
8470672	Ryan O'Byrne 	Defense	COL,TOR,MTL	283747	158.099499271	193.09395985	2650	3271	1071	1562	1418	249	144	5	5.69485883042	5.09791322052
8470671	Danny Irmen 	Center	MIN	556	0.148567169905	0.457685014233	3	8	1	5	2	1	0	0	0.103240326047	0
8470854	Tanner Glass 	Left Wing	NYR,PIT,WPG,VAN,FLA	242663	112.035732729	158.167949636	1981	2720	788	1417	1259	407	307	17	27.5567790987	27.6998884035
8471274	Alex Goligoski 	Defense	DAL,PIT	596325	329.268009751	293.60109347	5481	4935	2301	2787	2208	1033	677	45	39.8325400949	37.8458670937
8471276	David Krejci 	Center	BOS	555531	270.73623507	264.219200254	5224	4767	2180	2338	2023	1188	888	98	89.6429250455	91.963240996
8471277	Martins Karsums 	Right Wing	BOS,T.B	16092	7.4591816999	8.08785717003	141	152	55	81	85	29	26	1	1.91560274269	2.28508113883
8471273	Brandon Dubinsky 	Center	CBJ,NYR	519836	329.788439871	280.620150066	4838	4369	1902	2518	1927	1403	1029	90	121.057951	119.142218491
8474574	Tyler Myers 	Defense	BUF,WPG	474732	237.326272812	260.918414096	3963	4526	1777	2321	1958	741	501	38	31.0060535679	31.2964942995
8474575	Colten Teubert 	Defense	EDM	17711	11.7445970681	13.814442344	190	224	61	71	67	17	12	0	0.390127701685	0.414431955665
8474576	Zach Boychuk 	Left Wing,Center	CAR,PIT,NSH	80864	47.7208290836	54.784013506	800	865	360	423	334	197	149	12	15.129289492	15.1415494084
8474577	Joe Colborne 	Center	CGY,TOR	135679	59.142383269	80.3648596983	1069	1301	570	621	604	213	151	18	19.1341630258	17.878729363
8474570	Cody Hodgson 	Center	BUF,VAN,NSH	257143	115.072590535	159.061830734	2016	2684	938	1189	1132	685	530	54	51.3356147055	54.5501424018
8474571	Mikkel Boedker 	Left Wing	ARI,PHX	343953	160.89271516	196.346657014	2890	3312	1413	1616	1248	738	529	61	54.6518526943	54.8435655292
8474573	Josh Bailey 	Center	NYI	433592	236.329213227	250.816400093	3832	3985	1609	1888	1585	840	624	73	74.6474988665	76.2249100367
8474578	Erik Karlsson 	Defense	OTT	574584	311.206835169	303.680066134	5517	5024	2516	2671	1981	1513	1045	77	54.237878168	54.4262890732
8474579	Luca Sbisa 	Defense	VAN,ANA,PHI	335995	189.534572924	225.110733831	3049	3589	1376	1749	1320	458	308	10	13.6259708265	12.8995947773
8475085	MacGregor Sharp 	Center	ANA	1999	1.07816322893	1.57230454031	18	29	9	18	5	8	6	0	0.749144759029	0.669263012707
8467389	Brad Richards 	Center	CHI,NYR,DAL,T.B,DET	656138	337.325478506	328.5703696	5578	5399	2686	2568	2018	2156	1527	134	125.399460733	124.443473588
8467387	Joe Dipenta 	Defense	ANA	13033	6.27401029877	4.77360367402	109	91	48	71	57	9	5	1	0.257615545765	0.223449932411
8474685	Matt Calvert 	Left Wing	CBJ	163686	92.7247954635	88.9784374526	1536	1498	664	891	723	350	262	36	27.7764644073	28.0896233674
8474683	Derek Grant 	Center	OTT	10910	6.61869204976	5.70354909264	131	104	46	70	53	43	31	0	2.41955297161	2.41535735689
8474681	Andrei Loktionov 	Center	N.J,CAR,L.A	122157	65.457576084	60.0247232737	1161	980	513	527	338	278	192	22	19.0623582248	17.9479019856
8475775	Tye McGinn 	Left Wing	S.J,PHI,ARI	56639	28.9609252503	30.015631916	515	569	258	291	261	145	106	9	10.281309356	9.95952468738
8475774	Petter Granberg 	Defense	TOR	4505	1.50395732373	2.02002005372	30	48	18	21	20	2	1	0	0.0302658770233	0.0196537729353
8475770	Emerson Etem 	Right Wing	ANA,NYR	76056	49.7835667441	46.695804243	796	777	388	406	322	220	157	14	17.593680514	16.9099110849
8474688	Greg Pateryn 	Defense	MTL	14113	8.49146837555	7.42284272891	143	131	55	75	59	12	9	0	0.204960388131	0.225487000309
8475772	Riley Sheahan 	Center	DET	108530	60.1061998494	48.9446623139	972	795	551	416	361	247	174	20	23.6266763201	22.080760438
8471419	Mark Mancari 	Right Wing	VAN,BUF	28349	17.4423414757	14.6927910736	297	248	113	133	110	106	78	3	6.59694192	6.16261794232
8475179	Dmitry Kulikov 	Defense	FLA	445776	227.612780621	238.417528986	4032	4141	1758	2094	1846	694	458	23	24.7790473877	24.2127061188
8475178	Zack Kassian 	Right Wing	VAN,BUF	149711	83.4112039525	93.4905850505	1473	1505	621	733	705	337	244	35	25.5444922252	24.7799615059
8475177	Calvin de Haan 	Defense	NYI	127321	47.621260412	39.9468495557	740	616	360	390	300	199	133	3	5.81654850394	6.33608456794
8471411	Chad Kolarik 	Center	NYR,CBJ	2967	2.22052356321	1.45031021629	29	24	18	10	12	9	6	0	0.773979933932	0.754237826914
8475175	Magnus Paajarvi 	Left Wing	STL,EDM	179809	97.2536540302	102.252754979	1578	1673	727	846	727	492	381	28	38.5757412696	39.5565253422
8471413	Mike Vernace 	Defense	T.B,COL	17609	10.4181701215	8.85314219818	181	170	65	96	56	19	14	0	0.46466852352	0.42858108785
8475173	Scott Glennie 	Right Wing	DAL	575	0.113035125658	0.199750740081	5	3	1	0	2	0	0	0	0	0
8475172	Nazem Kadri 	Center	TOR	249118	127.314359316	140.147170963	2277	2538	900	1153	1014	688	473	57	49.5944794044	47.5575691378
8474176	Carl Hagelin 	Left Wing	NYR,ANA	229082	178.237478983	142.530199978	2564	2215	1084	1220	913	697	530	46	61.7405220093	62.2563136667
8475170	Brayden Schenn 	Center	PHI,L.A	255706	131.134156019	133.955391315	2203	2389	1089	1207	888	670	482	52	54.9012173787	54.4220337933
8475797	Jarred Tinordi 	Defense	MTL	30574	20.344817169	18.162527578	335	285	133	150	124	33	16	0	0.925482189283	0.62522661034
8476191	Kevan Miller 	Defense	BOS	81153	44.2690941384	40.8291899869	823	803	469	447	347	106	70	3	2.18749630544	2.13134712726
8475795	Dylan McIlrath 	Defense	NYR	1309	1.71154410206	1.17127197143	21	14	7	10	10	0	0	0	0	0
8475794	Tyler Seguin 	Center	DAL,BOS	360951	211.247982922	176.28180449	3666	3074	1555	1747	1309	1390	1002	119	92.7540612835	92.5010606861
8475793	Ryan Johansen 	Center	CBJ	262015	135.742094895	140.33889067	2257	2380	1023	1154	1075	724	550	62	54.5556883076	56.4800250875
8475792	Brett Connolly 	Right Wing	T.B,BOS	97730	52.3864858542	49.313631163	877	862	376	480	352	256	190	16	19.7679339778	19.9289438054
8475791	Taylor Hall 	Left Wing	EDM	336267	183.660062841	189.961214304	2984	3188	1317	1697	1075	1147	852	87	86.108742753	88.8986505531
8475790	Erik Gudbranson 	Defense	FLA	230382	123.932788152	135.979113434	2307	2403	1017	1299	1073	444	293	9	11.2119240891	10.0216540163
8471895	Shaun Heshka 	Defense	PHX	5613	4.70914031751	2.65517847519	71	49	23	24	15	4	3	0	0.16113412939	0.175190685317
8475799	Nino Niederreiter 	Right Wing	MIN,NYI	176830	95.1356794247	88.5533194402	1635	1584	685	863	699	481	347	35	40.5203798888	38.945940149
8475798	Mikael Granlund 	Center	MIN	156270	79.6830559885	72.326551416	1393	1367	705	672	542	299	226	16	19.6433265982	20.7848023903
8466142	Eric Brewer 	Defense	T.B,ANA,STL,TOR	549107	296.745711135	313.685477865	5054	5482	2109	3103	2628	810	532	29	25.659035054	24.8721093852
8466140	Olli Jokinen 	Center	NSH,WPG,CGY,NYR,PHX,FLA,TOR,STL	616120	312.229085161	318.546307378	5406	5689	2442	2957	2430	1948	1444	127	141.816498724	143.549242641
8466147	Jason Ward 	Right Wing	T.B	50611	20.8315794058	22.7830087906	414	457	142	240	220	104	76	7	6.04099157359	6.11554932967
8466144	Paul Mara 	Defense	ANA,MTL,NYR	229050	128.512659896	140.263285644	2039	2277	910	1081	726	369	213	6	14.4080154067	11.7394578345
8466145	Nick Boynton 	Defense	CHI,PHI,ANA,FLA,PHX	217640	117.899545281	131.245177938	2169	2360	857	1035	868	367	257	8	9.8495899085	9.7065081289
8466148	Marian Hossa 	Right Wing	CHI,DET,ATL,PIT	570103	324.596766642	271.166029358	5461	4442	2421	2879	1902	1992	1548	155	143.826192201	156.442656048
8466149	Daniel Cleary 	Right Wing	DET	403156	237.36696697	202.177354796	4112	3406	1750	2038	1455	1219	930	89	99.3948841495	99.8253350249
8468224	Sean Avery 	Left Wing	NYR,DAL	202917	143.275051776	122.469981462	2109	1871	788	996	660	686	493	37	55.3428772371	53.5490713865
8474772	Stu Bickel 	Defense	MIN,NYR	39271	24.4644689467	23.6283730995	359	379	150	210	148	46	25	0	1.62448850181	1.29875917174
8458984	Mattias Norstrom 	Defense	DAL	64364	29.859511368	32.8897143258	580	603	241	389	202	64	48	2	1.59913680796	1.67706571519
8469591	Cody McCormick 	Center	BUF,MIN,COL	172537	81.8772824453	93.7345156176	1511	1751	703	869	854	390	296	14	22.2129993243	24.0024593724
8474774	Dalton Prout 	Defense	CBJ	139681	79.0253830431	82.4966038698	1316	1447	646	800	745	161	120	2	3.12574673165	3.33905838616
8471303	Alexander Edler 	Defense	VAN	682661	338.986977913	329.759315631	5929	5645	2943	3106	2566	1490	1014	56	51.1003493862	48.5762958266
8475310	Curtis McKenzie 	Left Wing	DAL	24786	15.6931917602	18.0362626249	269	283	124	145	105	65	40	4	5.49690287933	4.4917605482
8469598	Kevin Bieksa 	Defense	VAN,ANA	580047	315.615714591	320.331804112	5392	5285	2181	2600	2223	1143	745	37	40.7133886991	37.4113129228
8471309	Johan Franzen 	Center	DET	464261	247.31600388	200.672841855	4388	3411	1887	2142	1599	1676	1202	147	124.366598453	122.500157446
8475314	Anders Lee 	Center	NYI	87137	64.4294346655	49.2440070473	952	745	422	398	325	335	250	31	34.217228082	33.0191269405
8472338	Jaime Sifers 	Defense	MIN,TOR	26778	15.0133563876	13.4803799596	257	262	129	106	106	45	29	0	1.04933670349	0.787934663706
8475423	Darren Archibald 	Right Wing	VAN	7469	3.64711860567	3.74954885151	72	70	29	36	42	14	10	1	0.900210935622	0.865662304685
8472334	Alex Foster 	Center	TOR	632	0.280896796845	0.372418084182	8	7	3	2	1	1	1	0	0.0262109842151	0.0399728380144
8466035	Sergei Samsonov 	Left Wing	CAR,FLA,CHI	271782	140.917416262	157.857464135	2473	2473	971	1246	965	633	459	53	51.604007612	50.8539618691
8476043	Ben Street 	Center	COL,CGY	13986	6.79631322809	11.0040818211	120	164	74	76	61	46	34	0	2.64391131327	2.62660039589
8475225	Craig Smith 	Center	NSH	252798	144.930870734	132.718931761	2377	2268	1153	1171	948	913	665	62	68.9792697728	70.2915229052
8475224	Jordan Szwarz 	Right Wing	PHX,ARI	17890	8.87920314632	14.28390068	167	229	62	95	106	36	30	4	2.67668163963	2.8216886092
8475223	Linden Vey 	Right Wing	VAN,L.A	71297	34.5316210603	40.2129987655	608	661	295	281	262	97	62	8	7.29954200611	6.47564080358
8475222	Sami Vatanen 	Defense	ANA	136397	81.8602089351	66.6817525011	1307	1154	638	683	555	246	169	17	10.1188256806	10.4330881992
8475220	Marcus Foligno 	Left Wing	BUF	163961	82.1763260551	101.665739427	1373	1744	660	781	749	272	196	24	23.1532932706	22.7454900267
8477486	Emile Poirier 	Right Wing	CGY	2874	1.40273006354	2.4723301176	21	36	11	9	14	3	2	0	0.145657401532	0.174825429916
8470617	Mike Richards 	Center	L.A,PHI	572971	291.848290605	280.613336748	4807	4756	2183	2618	2491	1603	1074	111	120.826414393	113.793966581
8476459	Mika Zibanejad 	Center	OTT	176498	96.0499471724	93.6571882702	1678	1622	829	820	616	524	349	36	36.5459168246	34.0050890213
8476458	Ryan Strome 	Center	NYI	105480	71.6107619423	59.1045048917	1098	900	398	406	420	286	235	21	21.1098651923	23.538551922
8476455	Gabriel Landeskog 	Left Wing	COL	301199	163.390787039	162.158927994	2821	2715	1180	1432	1338	928	717	66	71.1988757532	74.3659353424
8476454	Ryan Nugent-Hopkins 	Center	EDM	288665	155.761933202	162.391328505	2501	2706	1149	1423	802	687	505	57	51.4138637437	52.3830514904
8476457	Adam Larsson 	Defense	N.J	211027	106.095111569	103.186474977	1801	1804	778	1016	846	264	193	6	6.40509961825	6.85330669861
8476456	Jonathan Huberdeau 	Center	FLA	192196	101.813267932	97.0019476432	1780	1721	841	934	706	453	351	32	35.0468800971	37.744909849
8476451	Lucas Lessio 	Left Wing	ARI,PHX	21974	13.6395012708	13.2164881174	235	234	117	117	90	57	46	2	4.42581999488	4.66739446484
8476450	Ryan Sproul 	Defense	DET	1105	0.535056923516	0.173960037529	9	3	5	6	2	3	2	0	0.121053099632	0.114302735776
8476453	Nikita Kucherov 	Right Wing	T.B	114346	71.7890808443	53.6238865396	1257	985	473	595	369	382	270	34	27.3581470456	26.6353223687
8476452	Tyler Wotherspoon 	Defense	CGY	12213	6.49068661965	10.792713684	108	153	60	72	49	6	2	0	0.0985723622143	0.0465655568987
8465042	Toni Lydman 	Defense	ANA,BUF	438985	249.067571265	248.514197879	4194	4366	1693	2409	1891	525	367	13	15.9734522328	16.9412059728
8465041	Craig MacDonald 	Center	CBJ,T.B	39015	16.876802803	19.3301958507	340	392	116	208	203	106	81	3	5.26674405858	5.90554285515
8468513	Nick Schultz 	Defense	PHI,EDM,CBJ,MIN	598341	294.657323247	345.946384173	5344	6455	2245	3479	3219	580	360	11	15.7972065993	14.2291432181
8468510	Jeff Taffe 	Left Wing	MIN,FLA,PIT	44498	18.170101231	27.0497793918	346	518	143	209	190	109	80	4	6.80959502235	7.21908169985
8468517	Andy Hilbert 	Center	MIN,NYI	101728	55.8889337182	60.167459446	1011	1057	356	634	465	333	255	16	19.805925495	20.884661979
8468515	Brad Winchester 	Left Wing	S.J,STL,ANA,DAL	178868	95.3026256906	100.659011732	1603	1720	721	952	633	457	342	33	39.3892293368	39.791013686
8456595	Sean Hill 	Defense	MIN	30201	11.2247665441	18.0209760955	236	354	89	153	136	21	15	2	0.504600961693	0.581040712073
8471216	Cam Barker 	Defense	VAN,EDM,MIN,CHI	263794	124.555460858	140.418429549	2213	2329	1024	1186	881	464	314	18	14.7148726601	13.9634292368
8475889	Patrick Holland 	Right Wing	MTL	2005	0.58737091627	2.10335674044	10	32	6	15	12	2	2	0	0.172925550491	0.22437382862
8468518	Tomas Kopecky 	Right Wing	FLA,CHI,DET	405442	199.637374013	208.51236035	3781	3571	1756	1950	1547	1116	805	56	72.2175886836	73.6051166551
